Publishers,Game,Metascore
Warner Bros. Interactive Entertainment,Luck be a Landlord,72.0
Square Enix,Cold Waters,72.0
Square Enix,Coffin of Ashes,72.0
Paradox Interactive,Crazy Taxi,72.0
Paradox Interactive,"Creature Clicker - Capture, Train, Ascend!",72.0
Thomas09 Games,Serious Sam Classics: Revolution,72.0
bilibili,Zero-K,72.0
ULTRA ULTRA,Merchants of Kaidan,72.0
RocketWerkz,Ionball 2: Ionstorm,72.0
ULTRA ULTRA,Mercenary Skirmish,72.0
Rockstar Games,COH 2 - The Western Front Armies: US Forces,72.0
Smudged Cat Games Ltd,100 RUB: Operation Global Denomination,72.0
XGen Studios,Kings Town,72.0
XGen Studios,Kings Of Wings,72.0
THQ Nordic,CubePuzzle,72.0
"Spike Chunsoft Co., Ltd.",Real Warfare 2: Northern Crusades,72.0
Perfect World Entertainment,Craft The World,72.0
Payload Studios,The Book of Unwritten Tales,72.0
Paradox Interactive,风信楼,72.0
Paradox Interactive,鋼鉄戦記C21,72.0
Softwaves Dist.,Monkey Island 2 Special Edition: LeChuck’s Revenge,72.0
Toadman Interactive,Resident Evil 6,72.0
Tribute Games Inc.,Girl Raid,72.0
TaleWorlds Entertainment,Music Racer,72.0
South East Games,Pixel Starships,72.0
TaleWorlds Entertainment,MUSYNX,72.0
"Oddworld Inhabitants, Inc.",Beware Planet Earth,72.0
Offworld Industries,PulseCharge,72.0
Thing Trunk,Closure,72.0
Ubisoft,BlazBlue Centralfiction,72.0
Ubisoft,No one lives under the lighthouse Director's cut,72.0
Ubisoft,Diaspora : Mass Exodus,72.0
SkyGoblin,Miner Mayhem,72.0
Ubisoft,No Place Like Home,72.0
Ubisoft,NO LOVE,72.0
Square Enix,StarCrawlers Chimera,72.0
SkyGoblin,Miner Meltdown,72.0
Square Enix,Mega Man 11,72.0
Square Enix,Magnificent 5,72.0
Swing Swing Submarine,Bird Simulator,72.0
Systemic Reaction™,Hack 'n' Slash,72.0
The Meta,LIBERATED,72.0
Ubisoft,Dice Tower Defense,72.0
inbetweengames,Chesstle,72.0
OhNoo Studio,Neofeud,72.0
Slitherine Ltd.,At The Downstairs,72.0
Ubisoft,BlazBlue: Calamity Trigger,72.0
Square Enix,Kingdoms Reborn,72.0
Slitherine Ltd.,At the Mountains of Madness,72.0
Slitherine Ltd.,At the behest of the Pike: Time To Run,72.0
Ubisoft,Devil May Cry HD Collection,72.0
PixelTail Games,Tiny Bridge: Ratventure,72.0
"Warner Bros. Games, Warner Bros. Interactive Entertainment",Lunch Lady,72.0
The Station,Bloodwych,72.0
PikPok,Foreign Legion: Multi Massacre,72.0
Ubisoft,Cursed Castilla (Maldita Castilla EX),72.0
The Station,Bloody and cruel story of toys,72.0
Ubisoft,CUSTOM ORDER MAID 3D2 It's a Night Magic,72.0
Thing Trunk,Cliff Empire,72.0
Thing Trunk,Close to the Sun,72.0
Positech Games,Chaos Starter,72.0
（Hong Kong）GKD ,Orwell: Ignorance is Strength,72.0
Midjiwan AB,Life is Hard,72.0
Indietopia Games,Fantasy Wars,72.0
Murudai,GoNNER,72.0
"Idea Factory International, Inc., IDEA FACTORY Co., Ltd.",Surviv.io - 2D Battle Royale,72.0
MOB Games,Propnight,72.0
"Codemasters, Electronic Arts",Alien Marauder,72.0
"MY.GAMES, The 4 Winds Entertainment",WGT Golf,72.0
"Codemasters, Electronic Arts",Alien Shooter 2 - The Legend,72.0
Image & Form Games,Huntfeast,72.0
"Dear Villagers, E-Home Entertainment",Magic Quest,72.0
2K,寄居隅怪奇事件簿 Hermitage Strange Case Files,72.0
"2K, Feral Interactive (Mac)",CASE: Animatronics,72.0
"Coilworks, Rising Star Games",Epic Arena,72.0
Indietopia Games,Farm Expert 2017,72.0
Frictional Games,100% Orange Juice,72.0
Indietopia Games,Farm Manager 2018,72.0
Indietopia Games,Farm Manager 2021,72.0
"Modus Games, 3goo",Hentai: The Shell Game,72.0
"Modus Games, 3goo",Hentai: Memory leak II,72.0
"Arcen Games, LLC",Blink Cam,72.0
"Arcen Games, LLC",Blink,72.0
"Dear Villagers, E-Home Entertainment",MageQuit,72.0
"Dear Villagers, E-Home Entertainment",Madballs in Babo:Invasion,72.0
"Dear Villagers, E-Home Entertainment",Mad Combat Marines,72.0
"Arcen Games, LLC",Blindsight,72.0
Arc System Works,Sengoku,72.0
Murudai,Golf Peaks,72.0
"Idea Factory International, Inc., IDEA FACTORY Co., Ltd.",Surfingers,72.0
"Deck13, WhisperGames, DANGEN Entertainment, Mayflower Entertainment",Foul Play,72.0
2K,Blast Rush Classic,72.0
BANDAI NAMCO Entertainment,Cubic Castles,72.0
BANDAI NAMCO Entertainment,Barro,72.0
"NEXT Studios, bilibili",Ace Combat Assault Horizon - Enhanced Edition,72.0
"NEXT Studios, bilibili",Accounting (Legacy),72.0
"NEXT Studios, bilibili",ACE - Arena: Cyber Evolution,72.0
Cellar Door Games,Project Warlock,72.0
NEOWIZ,Dungeons 3,72.0
Lucky Pause,A Walk Through Echoes,72.0
Lucky Pause,A Wanderer's Adventure,72.0
"Attrito, M7 Productions","Yes, Your Grace",72.0
Frogwares,International Space Station Tour VR,72.0
Curve Games,Winter Voices,72.0
Assemble Entertainment,Firewood,72.0
Aspyr,eFootball PES 2021 SEASON UPDATE,72.0
Aspyr,eFootball PES 2020,72.0
Kalypso Media Digital,Arc Wizards 2,72.0
2K,BLAST-AXIS,72.0
2K,Blast Ensemble,72.0
Murudai,Gone Golfing,72.0
Kalypso Media Digital,Aquarium Designer,72.0
2K,Blast Out,72.0
Egosoft,Sakura Space,72.0
Kalypso Media Digital,Aquanox Deep Descent,72.0
Frictional Games,12 is Better Than 6,72.0
"Coilworks, Rising Star Games",Epic Cards Battle(TCG),72.0
BANDAI NAMCO Entertainment,EDGE,72.0
Electronic Arts,Q.U.B.E: Director's Cut,72.0
Focus Entertainment,XERA: Survival,72.0
Mastertronic,Raji: An Ancient Epic,72.0
Matt Makes Games Inc.,Oh No! Bugs!,72.0
Electronic Arts,ONE PIECE: PIRATE WARRIORS 4,72.0
Electronic Arts,Quake II RTX,72.0
Activision,CRIMESIGHT,72.0
Activision,Demolish & Build 2018,72.0
Midjiwan AB,Lightfish,72.0
Midjiwan AB,Light Fairytale Episode 1,72.0
Midjiwan AB,Lift It,72.0
Activision,DemonsAreCrazy,72.0
Klei Entertainment,Flying Frags World Tour,72.0
Application Systems Heidelberg,Aimi,72.0
Activision,Split or Steal,72.0
Focus Home Interactive,UnderRail,72.0
Focus Home Interactive,Indiana Jones and the Emperor's Tomb,72.0
Daedalic Entertainment,A Valley Without Wind 2,72.0
Daedalic Entertainment,A Valley Without Wind,72.0
"D3Publisher of America, Inc.",Hatland Adventures,72.0
D-Pad Studio,Burly Men at Sea,72.0
Metanet Software Inc.,Ashes of Immortality,72.0
Gearbox Publishing,Lucius II,72.0
Curve Games,Witch Stone,72.0
Curve Games,Wintermoor Tactics Club,72.0
Focus Entertainment,Heavy Rain,72.0
Milestone S.r.l.,G.A.M.E.S,72.0
Milestone S.r.l.,Gabbuchi,72.0
Anshar Publishing,BUSTAFELLOWS,72.0
Gamera Interactive,Blue Boy: Bleeding Out,72.0
Gamera Interactive,Blue Crystal,72.0
505 Games,CHRONO TRIGGER,72.0
Anvil Game Studios,Hot Lava,72.0
Crackshell,Heroes of the Three Kingdoms,72.0
Entrada Interactive LLC,Mist Survival,72.0
"Endroad, Microids",Draft Day Sports: College Football 2021,72.0
Crackshell,Heroes of the Three Kingdoms 2,72.0
"Endroad, Microids",Draft Day Sports: College Football 2020,72.0
Crackshell,Heroes of the Three Kingdoms 7,72.0
Crunching Koalas,GALAXY TOP WING,72.0
Daybreak Game Company,Dragon Cliff,72.0
Crunching Koalas,Galaxy Tales: Story of Rapunzel,72.0
Crunching Koalas,Galaxy V,72.0
505 Games,ShipLord,72.0
505 Games,Shop Heroes,72.0
Daybreak Game Company,DRAGON BALL Z: KAKAROT,72.0
Anshar Publishing,Business Magnate,72.0
Milestone S.r.l.,Lisa's Memory - 丽莎的记忆,72.0
Milestone S.r.l.,Lisa and the Grimoire,72.0
Anshar Publishing,Burst,72.0
Daedalic Entertainment,Missing Children | 行方不明,72.0
Daedalic Entertainment,Missileman Origins,72.0
E-Line Media,Splasher,72.0
Atari,CoronaFighter,72.0
"Bit Kid, Inc.",Word Game,72.0
IO Interactive A/S,Star Wolves 3: Civil War,72.0
Digital Confectioners,Elements II: Hearts of Light,72.0
Devolver Digital,Hedon Bloodrite,72.0
"Bifrost Entertainment, DANGEN Entertainment, Gamera Game, INTRAGAMES CO., LTD.",TAD: That Alien Dude,72.0
Headup,Mind Games,72.0
Devolver Digital,First Snow,72.0
Devolver Digital,Firefighters 2014,72.0
Devolver Digital,Cloud Escape,72.0
COWCAT,Defense Tower Simulator,72.0
Lightning Games,The 7th Guest,72.0
"Honor Code, Inc.",Animals Memory: Underwater Kingdom,72.0
"Honor Code, Inc.",Animals Memory: Monkeys,72.0
Digital Tribe,AstroNOTs,72.0
Digital Tribe,Astronomy VR,72.0
Devolver Digital,Orcs Must Die!,72.0
Blendo Games,BLUE REFLECTION / BLUE REFLECTION　幻に舞う少女の剣,72.0
Capcom,Circle Empires,72.0
Gaijin Games,Clue/Cluedo: The Classic Mystery Game,72.0
COWCAT,Defense the Farm,72.0
Nightdive Studios,Kill or Love,72.0
Hammerfall Publishing,Ragnarok Journey,72.0
NeocoreGames,The First Tree,72.0
NeocoreGames,The Flame in the Flood,72.0
NeocoreGames,The Forgotten City,72.0
Graffiti Games,P-Walker's Simulation,72.0
Graffiti Games,PAC-MAN MUSEUM,72.0
Housemarque,B100X - Auto Dungeon RPG,72.0
Kalypso Media Digital,RUSSIAPHOBIA,72.0
Capcom,A Boy and His Blob,72.0
Headup,Mind Shadows,72.0
Funcom,Metaphobia,72.0
Grunge Games LTD,Chinese Paladin：Sword and Fairy,72.0
Bankroll Studios,Idle Big Devil,72.0
Nacon,Star Wars: Imperial Assault - Legends of the Alliance,72.0
Nacon,Star Witch,72.0
Bad Pixel,Dorfromantik,72.0
E-Line Media,Spirits of Xanadu,72.0
E-Line Media,Spiritual Warfare & Wisdom Tree Collection,72.0
11Sheep,Blockpocalypse,72.0
Bossa Studios,Hasbro's BATTLESHIP,72.0
"Bit Kid, Inc.",Woodcutter Simulator 2013,72.0
17-BIT,Jack Keane,72.0
Game Grumps,Elven Assassin,72.0
17-BIT,IWOCon 2021,72.0
"Bit Kid, Inc.",Wooden Floor,72.0
11Sheep,blocks,72.0
Funcom,Sword Art Online: Lost Song,72.0
"FYQD-Studio, PLAYISM",Coffee Talk,72.0
Double Eleven,"Colossus Mission - adventure in space, arcade game",72.0
Funcom,Sword Art Online Re: Hollow Fragment,72.0
Kalypso Media Digital,Rusty Lake Paradise,72.0
Klei Entertainment,Fog of War,72.0
Hammerfall Publishing,Raiders! Forsaken Earth,72.0
11 bit studios,Neverout,72.0
Blendo Games,BLUE REVOLVER,72.0
Bossa Studios,Harvester of Dreams : Episode 1,72.0
Bossa Studios,Harvest Simulator VR,72.0
Gambrinous,See No Evil,72.0
Gambrinous,Seek Girl Ⅱ,72.0
Game Grumps,Else Heart.Break(),72.0
Drool,Nexomon: Extinction,72.0
Disney,Out of the Park Baseball 20,72.0
Devolver Digital,Running Through Russia,72.0
Donkey Crew,Liftoff: FPV Drone Racing,72.0
Bossa Studios,Harvested,72.0
Blendo Games,Blue Rose Reprise,72.0
Funcom,Sword and Fairy,72.0
Blendo Games,Deadliest Catch: The Game,71.0
Buka Entertainment,Spaceflight Simulator,71.0
"Massive Damage, Inc.",CHRONO,71.0
"KING Art, THQ Nordic",Coloring Book,71.0
HandyGames,BoatMan,71.0
Buka Entertainment,SpaceCorn,71.0
Uber Entertainment,Alien Hostage,71.0
Buka Entertainment,SPACECOM,71.0
Alientrap,Deus Ex: Breach,71.0
Focus Home Interactive,Great Paintings VR,71.0
Bossa Studios,Wargroove,71.0
Bossa Studios,Wargame: European Escalation,71.0
Klabater,Slash It,71.0
Focus Home Interactive,FPS Seduce - Hentai,71.0
Focus Home Interactive,FPS Robot Attack Minigame,71.0
Aleksey Abramenko,The Chaos Engine,71.0
"XSEED Games, Marvelous USA, Inc.",DareSora: Tears for an Unknown Sky,71.0
"XSEED Games, Marvelous USA, Inc.",Dare Course,71.0
"XSEED Games, Marvelous USA, Inc.",DARCO - Reign of Elements,71.0
Curve Games,How To Cope With Boredom and Loneliness,71.0
Brawsome,Dawn of War II: Retribution – The Last Stand,71.0
Focus Home Interactive,FPS Arena Online,71.0
Pera Games,GoVenture MICRO BUSINESS,71.0
Alkemi,Dig Dog,71.0
Pera Games,GoVenture TYPING,71.0
Brawsome,Dawn of the Mexica,71.0
Bohemia Interactive,Pararea--Social VR for Everyone (Beta),71.0
Bohemia Interactive,Paranormal State: Poison Spring,71.0
Ubisoft,No Time,71.0
Ubisoft,Nitroplus Blasterz: Heroines Infinite Duel,71.0
"Massive Damage, Inc.",Cinderella Escape! R12,71.0
Alkemi,Dig Deep: Race To The Core!,71.0
HandyGames,Bob and Kuura: Lost in Snowglobe,71.0
Junkfish Limited,Cloud Chasers - Journey of Hope,71.0
Junkfish Limited,Cloud Cutter,71.0
"Massive Damage, Inc.",ChronoTecture: The Eprologue,71.0
"Massive Damage, Inc.",ChronoBreach,71.0
Pera Games,Gourmet Warriors,71.0
Green Man Gaming Publishing,Shadows Peak,71.0
Endlessfluff Games,Pizza Connection 3,71.0
Topware Interactive,Face It - A game to fight inner demons,71.0
Superflat Games,Wild Dose: First Session,71.0
BadLand Publishing,StopTime Drive,71.0
BadLand Publishing,Stop Online - Battle of Words,71.0
Good Shepherd Entertainment,Shadow Tactics: Aiko's Choice,71.0
Lince Works,Blockland,71.0
Slitherine Ltd.,Last Hope on Earth,71.0
Playbrains,Hover Cubes: Arena,71.0
Playbrains,Hover Havoc,71.0
Slitherine Ltd.,Last Hope,71.0
Aterdux Entertainment,Din's Legacy,71.0
Aterdux Entertainment,Diner Bros,71.0
Aterdux Entertainment,Ding Dong XL,71.0
Aterdux Entertainment,Dingletopia: Nation Under Siege (by Orcs),71.0
Eugen Systems,STATIONflow,71.0
Sigtrap,IOX,71.0
Lince Works,Blocks That Matter,71.0
Polyarc,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,71.0
"BANDAI NAMCO Entertainment, 株式会社バンダイナムコエンターテインメント",Shadowgrounds Survivor,71.0
Eugen Systems,Stay Alight,71.0
"LucasArts, Lucasfilm, Disney",Hexologic,71.0
Steel Crate Games,Moonlighter,71.0
"BANDAI NAMCO Entertainment, 株式会社バンダイナムコエンターテインメント",Shadowgrounds,71.0
Pocketwatch Games,Numen: Contest of Heroes,71.0
BANDAI NAMCO Entertainment,The Purring Quest,71.0
Little Orbit,GTFO,71.0
Red Thread Games,Legend of Dungeon: Masters,71.0
Red Thread Games,Legend Creatures(传奇生物),71.0
Sixteen Tons Entertainment,Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,71.0
Armor Games Studios,Chroma Blast,71.0
Tribute Games Inc.,Rise & Shine,71.0
Ubisoft,CYBER EMOJI TALE 2099,71.0
Topware Interactive,Roman's Christmas / 罗曼圣诞探案集,71.0
CBE software,Dark Void Zero,71.0
Big Blue Bubble,drowning,71.0
CBE software,Dark Years,71.0
Big Blue Bubble,Drox Operative 2,71.0
WildTangent,Onimusha: Warlords,71.0
HandyGames,Boat Warfare,71.0
Bethesda Softworks,Deadly Daycare VR,71.0
Ubisoft,Cubway,71.0
Ubisoft,Chimpact 1 - Chuck's Adventure,71.0
Ubisoft,Chill the Piro,71.0
Ubisoft,Chaser,71.0
Libredia,Disney's Chicken Little,71.0
Warner Bros. Interactive Entertainment,Universe 25,71.0
"Arcen Games, LLC",Circle Empires Rivals,71.0
"Arcen Games, LLC",Circle of Sumo: Online Rumble!,71.0
"Arcen Games, LLC",Circuits,71.0
Weather Factory,Demonicon,71.0
Weather Factory,Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,71.0
Weather Factory,Democracy 3,71.0
Sixteen Tons Entertainment,Atelier Lulua ~The Scion of Arland~ / ルルアのアトリエ ～アーランドの錬金術士４～,71.0
Libredia,Disney's Treasure Planet: Battle of Procyon,71.0
Good Shepherd Entertainment,Tom Clancy's Splinter Cell Chaos Theory,71.0
HandyGames,Boat Violence: Ship Happens,71.0
Slitherine Ltd.,Ragnarock,71.0
Armor Games Studios,Chosen 2,71.0
Akella,Ball Partner,71.0
Green Man Gaming Publishing,Shadows on the Vatican Act II: Wrath,71.0
Focus Home Interactive,Great Permutator,71.0
1C Entertainment,Wind Peaks,71.0
SEGA,Plane Mechanic Simulator,71.0
SEGA,Samurai Gunn 2,71.0
SEGA,Sanguine Melancholia,71.0
Team17 Digital Ltd,Sister’s Secrecy: Arcanum Bloodlines - Premium Edition,71.0
Team17 Digital Ltd,Sister Travel,71.0
Iceberg Interactive,Block Robot Mini Survival Game,71.0
Iceberg Interactive,Block Pooper 9,71.0
Nacon,Blood War,71.0
Frogwares,Interactive Horror Stories,71.0
Nacon,Blood will be Spilled,71.0
1C Entertainment,Wind Child,71.0
Iceberg Interactive,BeachHead 2020,71.0
Secret Mode,Gizmo,71.0
Secret Mode,Girl and Goblin,71.0
Devolver Digital,BangBangShooting,71.0
DrinkBox Studios,Screeps: World,71.0
Paradox Interactive,Walking Simulator,71.0
Iceberg Interactive,The Fool,71.0
Team17,World War 3,71.0
Square Enix,Nowhere Prophet,71.0
Gameforge 4D GmbH‬,Enlightened Sentinel,71.0
Zillion Whales,Arma: Cold War Assault Mac/Linux,71.0
PLAYISM,The Search,71.0
EightyEightGames,Precursors: Armored Angels,71.0
Gameforge 4D GmbH‬,Engine Evolution,71.0
Egosoft,Word Game: Episode 0,71.0
GameTrust Games,Battle Shapes,71.0
Techland Publishing,Volantia,71.0
SEGA,Old School Musical,71.0
PID Games,Retro Classix: Two Crude,71.0
PID Games,PlataGO! Super Platform Game Maker,71.0
Iceberg Interactive,The Forest of Doom (Standalone),71.0
SEGA,Oik 3,71.0
Owlchemy Labs,Watchlist,71.0
Owlchemy Labs,Watch Your Helmet,71.0
Owlchemy Labs,Waste Walkers,71.0
Team17,World of Warplanes,71.0
Team17,Wolfenstein: The Old Blood,71.0
EightyEightGames,Predator Simulator,71.0
No More Robots,Fights in Tight Spaces,71.0
11 bit studios,Carto,71.0
11 bit studios,CASE 2: Animatronics Survival,71.0
Hollow Ponds,Flip Polygon,71.0
Hollow Ponds,Flip,71.0
Samurai Punk,Shadow Warrior Classic (1997),71.0
Santa Ragione,2030,71.0
No More Robots,Fightworld,71.0
No More Robots,Fighting Fantasy Legends,71.0
"Nicalis, Inc., Hound Picked Games",European Mystery: The Face of Envy Collector's Edition,71.0
THQ Nordic,Tower!3D Pro,71.0
"Headup, Beep Japan",Daytona Racing,71.0
Square Enix,Chronicles of Deeps,71.0
安溯媒體技術有限公司,Soft Wind,71.0
安溯媒體技術有限公司,Soft cookie,71.0
安溯媒體技術有限公司,Software House Simulator,71.0
安溯媒體技術有限公司,Sogo Vego,71.0
11 bit studios,Cartoon Strike,71.0
"Nicalis, Inc., Hound Picked Games",European Mystery: Scent of Desire Collector’s Edition,71.0
Team17,Wizard101,71.0
THQ Nordic,Game Dev Studio,71.0
nextReality Games,SOF - Spirits Of Freedom,71.0
"HypeTrain Digital, RedRuins Softworks",Dawn,71.0
"HypeTrain Digital, RedRuins Softworks",David.,71.0
nextReality Games,Soft Body,71.0
"HypeTrain Digital, RedRuins Softworks",Darkwind: War on Wheels,71.0
Devolver Digital,Killing Room,71.0
Devolver Digital,Mimpi,71.0
THQ Nordic,Ganbatte,71.0
Hollow Ponds,Flip the Table,71.0
Numantian Games,Flirt,71.0
1C Entertainment,Coloring Game 4,71.0
"Humble Games, Maple Whispering Limited",Blood and Gold: Caribbean!,71.0
Humble Games,Project Arrhythmia,71.0
SadSquare Studio,Pro Gamer Manager,71.0
NetEase Games Montréal,Warframe,71.0
"Headup, Beep Japan",DayBreak Online,71.0
PLAYISM,TransOcean: The Shipping Company,71.0
Frogwares,Interloper,71.0
Paradox Interactive,Alphabetical Order,71.0
IzHard,GrabBag,71.0
Serenity Forge,HELLGATE: London,71.0
Electronic Arts,King Arthur II: The Role-Playing Wargame,71.0
Rogueside,Senren＊Banka,71.0
Sony Pictures Virtual Reality,Eletar Hero,71.0
Paradox Interactive,Alphabeats: Master Edition,71.0
It's Anecdotal,Caretaker Retribution,71.0
It's Anecdotal,Caretaker,71.0
Interactive Stone,Electronics Circuits Simulator,71.0
Interactive Stone,Electroquest: Resistance is Futile,71.0
Electronic Arts,Pilot Brothers,71.0
Paradox Interactive,Blind Justice,71.0
Sorath,Immortal Empire,71.0
Paradox Interactive,DOOM Eternal Year One Pass,71.0
Daedalic Entertainment,Fire Pro Wrestling World,71.0
Daedalic Entertainment,Firefly Online Cortex,71.0
EightyEightGames,Premier Manager 02/03,71.0
The Irregular Corporation,1001 Spikes,71.0
The Irregular Corporation,100 Doors Game - Escape from School,71.0
Paradox Interactive,Hyper Knights,71.0
Microids,Good Robot,71.0
The Irregular Corporation,1000 days to escape,71.0
Infamous Quests,Knight Swap 2,71.0
IzHard,Grabity,71.0
Elden Pixels,Chimeras: Cursed and Forgotten Collector's Edition,71.0
Elden Pixels,Chimeras: Mark of Death Collector's Edition,71.0
"Movie Games S.A., HeartBeat Games",Red Eclipse 2,71.0
"Movie Games S.A., HeartBeat Games",Red Forest,71.0
IndiePub,Pretend,71.0
Infamous Quests,Knight Swap,71.0
Curve Games,The Witcher 3: Wild Hunt,70.0
Runic Games,State of Anarchy: Master of Mayhem,70.0
"CE-Asia, 505 Games",TT Isle of Man Ride on the Edge,70.0
Hopoo Games,Halcyon 6: Starbase Commander,70.0
Humble Games,AI: The Somnium Files,70.0
Electronic Arts,Splice,70.0
Killmonday Games AB,Griftlands,70.0
Killmonday Games AB,Gridiron,70.0
Rose City Games,Caelus Trident,70.0
DoubleBear Productions,Abyss The Forgotten Past: Prologue,70.0
Survios,SAVAGE: The Shard of Gosen,70.0
"Humble Games, WhisperGames",The Refuge,70.0
Tin Man Games,My 1/6 Lover,70.0
Size Five Games,Bloody Horde,70.0
Size Five Games,Bloody Glimpse,70.0
Team17,Alteil: Horizons,70.0
Rose City Games,Cabals: Magic & Battle Cards,70.0
Curve Games,Trove,70.0
Cadenza Interactive,Hentai Gothic Girl,70.0
Ubisoft,Space Trader: Merchant Marine,70.0
Inverge Studios,Disney•Pixar Cars Toon: Mater's Tall Tales,70.0
Curve Games,The Forest,70.0
Inverge Studios,Disney•Pixar Brave: The Video Game,70.0
Tin Man Games,MXGP2 - The Official Motocross Videogame Compact,70.0
Tiger Style,Project Starship,70.0
Team Meat,Istoria,70.0
Team Meat,iStorm,70.0
Surprise Attack,Moriarty: Endgame VR,70.0
HB Studios,BLASK 2,70.0
HandyGames,Kitty Hawk,70.0
"Ravenscourt, Maple Whispering Limited",Demon Truck,70.0
"Ravenscourt, Maple Whispering Limited",Demon Turf,70.0
Raw Fury,8-Bit Attack,70.0
Digerati,Ostrofa,70.0
Surprise Attack,Moribund,70.0
Daedalic Entertainment,Academagia: The Making of Mages,70.0
Daedalic Entertainment,Accel,70.0
Devolver Digital,❂ Hexaluga ❂ Weapon and Shield ☯,70.0
Draw Distance,BOX: Space Station,70.0
Kitfox Games,Sudoku Killer / 杀手数独,70.0
Kitfox Games,Sudden Strike 3,70.0
Rose City Games,CAFE 0 ~The Drowned Mermaid~,70.0
